DPS310_temp,DPS310_pres,BH1750_lx,RPR0521RS_lx,RPR0521RS_inf,SCD41_co2,SCD41_temp,SCD41_humidity
22.01,992.54,46.07,47.93,8.55,2553,21.78,74.81
22.00,992.54,46.07,47.94,8.55,2554,21.83,74.85
22.00,992.55,46.07,47.95,8.55,2556,21.80,74.81
22.00,992.55,46.07,47.95,8.55,2555,21.80,74.80
22.00,992.55,46.07,47.94,8.55,2557,21.80,74.83
22.01,992.55,46.41,48.06,8.59,2560,21.80,74.80
22.01,992.56,46.41,48.24,8.60,2564,21.79,74.77
22.00,992.56,46.18,48.06,8.57,2564,21.81,74.81
22.00,992.56,46.07,47.95,8.55,2564,21.80,74.78
22.01,992.56,46.07,47.93,8.55,2564,21.80,74.75
22.01,992.56,46.07,47.93,8.55,2566,21.81,74.78
22.00,992.56,46.07,47.93,8.54,2566,21.80,74.78
22.01,992.57,46.07,47.94,8.55,2566,21.80,74.77
22.01,992.57,46.07,47.94,8.55,2567,21.81,74.79
22.01,992.57,46.41,48.20,8.62,2568,21.81,74.76
22.01,992.58,46.41,48.23,8.61,2566,21.81,74.75
22.01,992.57,46.29,48.20,8.60,2565,21.81,74.74
22.00,992.58,46.07,47.94,8.55,2566,21.80,74.76
22.00,992.58,46.07,47.95,8.55,2566,21.83,74.77
22.01,992.58,46.07,47.95,8.55,2564,21.81,74.77
22.02,992.58,46.18,47.88,8.54,2565,21.82,74.75
22.01,992.58,45.84,47.92,8.54,2564,21.82,74.76
22.01,992.58,46.07,47.92,8.54,2565,21.80,74.78
22.02,992.59,46.29,48.05,8.58,2565,21.81,74.77
22.02,992.59,46.29,48.20,8.60,2565,21.81,74.75
22.00,992.59,46.18,48.04,8.55,2567,21.81,74.79
22.02,992.59,46.07,47.93,8.54,2567,21.81,74.80
22.01,992.59,46.07,47.94,8.55,2567,21.80,74.76
22.01,992.59,46.07,47.94,8.55,2567,21.80,74.78
22.02,992.59,46.07,47.95,8.55,2568,21.81,74.80
22.01,992.59,46.18,47.96,8.55,2568,21.81,74.75
22.01,992.59,46.18,47.93,8.54,2567,21.83,74.76
22.03,992.60,46.18,48.07,8.57,2567,21.80,74.71
22.04,992.60,45.95,47.64,8.51,2566,21.79,74.75
22.03,992.60,45.95,48.27,8.59,2566,21.81,74.71
22.03,992.59,46.29,48.00,8.55,2566,21.81,74.75
22.02,992.59,46.29,48.00,8.55,2566,21.79,74.76
22.02,992.59,46.29,47.99,8.55,2566,21.78,74.69
22.02,992.59,46.29,47.96,8.55,2566,21.78,74.72
22.03,992.60,46.18,47.96,8.55,2567,21.80,74.74
22.02,992.60,46.18,47.96,8.55,2567,21.80,74.76
22.02,992.60,46.29,48.07,8.57,2566,21.79,74.74
22.03,992.60,46.41,48.26,8.60,2565,21.81,74.75
22.02,992.60,46.29,48.15,8.57,2566,21.81,74.72
22.02,992.60,46.18,47.95,8.54,2567,21.81,74.75
22.02,992.60,46.18,47.95,8.55,2566,21.80,74.75
22.03,992.60,46.18,47.96,8.55,2566,21.80,74.74
22.03,992.60,46.18,47.96,8.55,2566,21.81,74.75
22.02,992.60,46.18,47.95,8.55,2566,21.80,74.73
22.03,992.61,46.18,47.95,8.55,2568,21.78,74.76
22.04,992.61,46.41,48.09,8.59,2569,21.81,74.77
22.03,992.61,46.41,48.24,8.61,2568,21.81,74.78
22.02,992.61,46.41,48.07,8.57,2569,21.82,74.76
22.02,992.61,46.18,47.93,8.54,2569,21.81,74.75
22.03,992.61,46.18,47.95,8.55,2570,21.81,74.73
22.03,992.61,46.18,47.95,8.55,2571,21.82,74.74
22.02,992.61,46.18,47.94,8.55,2573,21.82,74.72
22.03,992.61,46.18,47.95,8.55,2573,21.85,74.72
22.03,992.62,46.18,47.95,8.54,2570,21.81,74.69
22.04,992.62,46.29,48.19,8.59,2570,21.81,74.66
22.03,992.62,46.52,48.25,8.61,2569,21.82,74.67
22.04,992.62,46.41,48.21,8.62,2570,21.81,74.66
22.03,992.62,46.18,47.95,8.55,2569,21.83,74.71
22.04,992.63,46.18,47.95,8.55,2569,21.82,74.71
22.03,992.63,46.18,47.94,8.54,2570,21.81,74.66
22.04,992.63,46.18,47.95,8.55,2570,21.80,74.67
22.04,992.63,46.18,47.94,8.55,2569,21.83,74.67
22.03,992.63,46.18,47.95,8.55,2569,21.83,74.68
22.04,992.64,46.29,48.19,8.61,2569,21.83,74.67
22.04,992.64,46.41,48.24,8.59,2569,21.81,74.68
22.03,992.64,46.29,48.23,8.60,2569,21.82,74.70
22.03,992.64,46.18,47.94,8.54,2568,21.83,74.72
22.05,992.64,46.18,47.94,8.55,2569,21.82,74.72
22.04,992.64,46.18,47.95,8.55,2570,21.80,74.75
22.04,992.64,46.18,47.94,8.54,2570,21.80,74.73
22.04,992.64,46.18,47.93,8.54,2568,21.81,74.72
22.04,992.65,46.07,47.94,8.55,2569,21.82,74.77
22.05,992.65,46.29,47.92,8.56,2570,21.81,74.73
22.04,992.65,46.52,48.20,8.61,2570,21.84,74.73
22.04,992.65,46.41,48.23,8.59,2571,21.84,74.68
22.04,992.65,46.18,47.94,8.55,2571,21.82,74.67
22.04,992.65,46.18,47.95,8.55,2570,21.83,74.64
22.04,992.65,46.18,47.94,8.55,2569,21.82,74.67
22.04,992.66,46.18,47.94,8.55,2567,21.81,74.65
22.05,992.67,46.18,47.93,8.54,2568,21.84,74.67
22.05,992.66,46.18,47.93,8.54,2569,21.80,74.62
22.06,992.66,46.29,47.96,8.56,2569,21.83,74.59
22.06,992.66,46.41,48.23,8.60,2569,21.83,74.66
22.04,992.66,46.41,48.18,8.58,2569,21.84,74.68
22.04,992.66,46.18,47.94,8.54,2568,21.85,74.62
22.04,992.66,46.18,47.94,8.54,2568,21.82,74.62
22.05,992.66,46.18,47.93,8.54,2570,21.82,74.64
22.05,992.66,46.18,47.94,8.54,2570,21.83,74.64
22.05,992.66,46.18,47.94,8.54,2568,21.83,74.62
22.05,992.66,46.18,47.93,8.54,2567,21.82,74.58
22.05,992.66,46.29,48.01,8.57,2566,21.81,74.63
22.05,992.66,46.41,48.24,8.59,2566,21.82,74.62
22.04,992.66,46.29,48.14,8.57,2567,21.80,74.65
22.04,992.66,46.18,47.93,8.54,2568,21.82,74.64
22.05,992.66,46.18,47.93,8.54,2566,21.82,74.64
22.05,992.66,46.18,47.93,8.54,2566,21.82,74.65
22.05,992.66,46.18,47.93,8.54,2566,21.82,74.67
22.03,992.66,46.18,47.93,8.54,2565,21.82,74.63
22.04,992.66,46.18,47.93,8.54,2566,21.84,74.64
22.05,992.67,46.29,48.05,8.58,2569,21.84,74.64
22.05,992.67,46.52,48.25,8.60,2567,21.82,74.64
22.04,992.67,46.41,48.21,8.61,2568,21.84,74.70
22.04,992.67,46.18,47.92,8.54,2569,21.82,74.61
22.04,992.67,46.18,47.84,8.53,2570,21.82,74.72
22.05,992.67,45.84,47.77,8.52,2570,21.85,74.72
22.05,992.67,45.73,77.66,13.98,2570,21.81,74.67
22.06,992.67,70.97,79.85,14.29,2571,21.81,74.70
22.05,992.69,73.35,79.70,14.25,2572,21.84,74.70
22.06,992.67,73.91,79.65,14.25,2572,21.83,74.71
22.06,992.67,74.03,80.13,14.33,2574,21.82,74.72
22.06,992.67,74.25,80.12,14.32,2576,21.85,74.75
22.05,992.67,73.80,79.55,14.22,2577,21.84,74.71
22.05,992.67,73.69,79.54,14.22,2577,21.85,74.65
22.05,992.67,73.69,79.52,14.21,2576,21.84,74.67
22.05,992.67,73.57,79.50,14.21,2578,21.84,74.68
22.05,992.67,73.57,79.50,14.21,2579,21.83,74.69
22.05,992.67,73.57,79.48,14.21,2578,21.83,74.67
22.06,992.67,73.69,79.63,14.24,2577,21.85,74.69
22.06,992.67,74.03,79.94,14.30,2578,21.83,74.64
22.07,992.67,74.03,79.92,14.29,2582,21.85,74.65
22.07,992.66,73.57,79.42,14.20,2581,21.84,74.68
22.06,992.66,73.57,79.41,14.19,2582,21.84,74.69
22.07,992.66,73.57,79.42,14.20,2582,21.85,74.67
22.07,992.66,73.57,79.41,14.20,2585,21.82,74.66
22.07,992.66,73.46,79.41,14.19,2588,21.85,74.66
22.06,992.66,73.46,79.39,14.19,2588,21.84,74.68
22.08,992.66,73.69,79.39,14.19,2586,21.82,74.64
22.08,992.65,73.91,79.82,14.29,2586,21.84,74.67
22.08,992.65,74.03,79.83,14.28,2587,21.86,74.67
22.07,992.65,73.46,79.35,14.18,2587,21.86,74.64
22.07,992.64,73.46,79.34,14.18,2587,21.86,74.65
22.07,992.64,73.46,79.33,14.18,2587,21.85,74.71
22.06,992.64,73.46,79.32,14.18,2587,21.84,74.64
22.07,992.64,73.46,79.32,14.18,2587,21.84,74.62
22.07,992.64,73.46,79.32,14.18,2587,21.85,74.68
22.08,992.63,73.57,79.38,14.19,2588,21.83,74.67
22.08,992.63,73.91,79.76,14.26,2587,21.85,74.65
22.07,992.63,73.80,79.73,14.25,2590,21.82,74.59
22.07,992.63,73.35,79.25,14.16,2589,21.85,74.60
22.07,992.62,73.35,79.26,14.16,2589,21.86,74.60
22.08,992.62,73.35,79.24,14.16,2589,21.85,74.59
22.07,992.62,73.35,79.22,14.16,2590,21.84,74.56
22.07,992.62,73.35,79.23,14.16,2590,21.86,74.61
22.07,992.62,73.35,79.23,14.16,2590,21.87,74.64
22.08,992.62,73.46,79.24,14.16,2589,21.85,74.58
22.08,992.62,73.80,79.70,14.25,2589,21.86,74.60
22.08,992.62,73.80,79.71,14.26,2589,21.86,74.58
22.07,992.61,73.35,79.28,14.16,2590,21.86,74.60
22.07,992.61,73.35,79.22,14.16,2589,21.87,74.58
22.08,992.61,73.35,79.22,14.16,2589,21.85,74.58
22.08,992.61,73.35,79.21,14.16,2589,21.84,74.57
22.08,992.61,73.23,79.21,14.16,2588,21.84,74.53
22.07,992.61,73.35,79.23,14.16,2588,21.86,74.58
22.08,992.61,73.35,79.29,14.17,2588,21.85,74.60
22.08,992.61,73.80,79.70,14.24,2587,21.85,74.56
22.08,992.61,73.80,79.66,14.24,2588,21.84,74.52
22.07,992.61,73.35,79.18,14.15,2588,21.85,74.47
22.08,992.61,73.35,79.18,14.15,2588,21.85,74.49
22.07,992.61,73.35,79.18,14.14,2588,21.87,74.44
22.08,992.61,73.35,79.16,14.15,2589,21.87,74.49
22.08,992.61,73.23,79.16,14.14,2589,21.86,74.47
22.07,992.61,73.23,79.15,14.14,2588,21.84,74.52
22.08,992.61,73.35,79.13,14.14,2588,21.84,74.48
22.08,992.62,73.69,79.61,14.23,2588,21.86,74.52
22.08,992.62,73.80,79.61,14.23,2587,21.86,74.55
22.08,992.62,73.23,79.19,14.14,2586,21.82,74.53
22.08,992.62,73.23,79.15,14.14,2583,21.82,74.55
22.08,992.62,73.23,79.17,14.14,2584,21.84,74.52
22.07,992.62,73.23,79.16,14.15,2583,21.85,74.50
22.08,992.62,73.35,79.18,14.14,2584,21.84,74.50
22.08,992.62,73.23,79.18,14.15,2584,21.84,74.48
22.07,992.61,73.46,79.21,14.16,2582,21.85,74.44
22.09,992.62,73.80,79.65,14.23,2583,21.85,74.44
22.08,992.62,73.80,79.63,14.24,2582,21.87,74.44
22.08,992.62,73.35,79.17,14.15,2582,21.82,74.44
22.08,992.62,73.23,79.16,14.14,2582,21.84,74.48
22.08,992.62,73.35,79.15,14.14,2582,21.84,74.47
22.07,992.61,73.23,79.15,14.14,2582,21.83,74.48
22.07,992.61,73.23,79.13,14.14,2582,21.87,74.49
22.08,992.61,73.23,79.13,14.14,2582,21.84,74.47
22.08,992.61,73.35,79.14,14.14,2581,21.84,74.44
22.09,992.62,73.69,79.61,14.22,2579,21.84,74.51
22.09,992.62,73.80,79.61,14.22,2578,21.84,74.52
22.08,992.61,73.23,79.19,14.14,2576,21.85,74.52
22.07,992.61,73.23,79.12,14.14,2576,21.84,74.55
22.08,992.61,73.23,79.15,14.14,2577,21.84,74.51
22.07,992.61,73.23,79.16,14.14,2576,21.81,74.49
22.07,992.61,73.35,79.16,14.14,2576,21.83,74.53
22.07,992.60,73.23,79.14,14.14,2576,21.83,74.50
22.08,992.60,73.35,79.16,14.14,2576,21.84,74.51
22.07,992.60,73.80,79.59,14.24,2576,21.83,74.47
22.08,992.60,73.80,79.57,14.24,2575,21.82,74.50
22.08,992.60,73.35,79.12,14.14,2576,21.83,74.48
22.08,992.60,73.23,79.14,14.14,2575,21.82,74.47
22.08,992.60,73.23,79.12,14.14,2575,21.85,74.47
22.08,992.60,73.23,79.13,14.14,2574,21.84,74.53
22.08,992.60,73.23,79.12,14.14,2573,21.85,74.45
22.08,992.60,73.23,79.12,14.14,2573,21.82,74.41
22.07,992.60,73.23,79.12,14.14,2574,21.83,74.42
22.08,992.60,73.80,79.61,14.22,2573,21.82,74.44
22.09,992.60,73.69,79.59,14.23,2573,21.84,74.45
22.07,992.59,73.35,79.22,14.15,2573,21.85,74.44
22.07,992.59,73.23,79.10,14.14,2574,21.82,74.47
22.07,992.59,73.23,79.10,14.14,2574,21.84,74.48
22.08,992.59,73.23,79.11,14.14,2573,21.84,74.45
22.08,992.59,73.23,79.10,14.14,2573,21.85,74.49
22.08,992.59,73.23,79.09,14.13,2574,21.86,74.48
22.08,992.59,73.23,79.09,14.14,2573,21.85,74.45
22.09,992.59,73.69,79.54,14.22,2574,21.84,74.48
22.08,992.59,73.69,79.54,14.21,2576,21.85,74.50
22.08,992.59,73.23,79.06,14.13,2580,21.84,74.48
22.08,992.59,73.23,79.07,14.13,2582,21.84,74.50
22.07,992.59,73.23,79.06,14.13,2583,21.83,74.47
22.08,992.59,73.23,79.05,14.13,2583,21.85,74.51
22.07,992.58,73.12,79.13,14.14,2582,21.85,74.47
22.07,992.58,73.23,79.12,14.14,2583,21.85,74.47
22.07,992.58,73.23,79.10,14.14,2583,21.84,74.42
22.08,992.59,73.69,79.60,14.22,2583,21.85,74.40
22.08,992.59,73.69,79.59,14.22,2582,21.86,74.44
22.08,992.59,73.23,79.31,14.17,2582,21.85,74.40
22.07,992.59,73.23,79.11,14.14,2583,21.84,74.40
22.08,992.59,73.23,79.10,14.14,2582,21.83,74.44
22.07,992.59,73.23,79.11,14.14,2582,21.85,74.48
22.08,992.59,73.23,79.11,14.14,2583,21.84,74.41
22.07,992.59,73.23,79.10,14.14,2583,21.84,74.39
22.07,992.59,73.23,79.09,14.14,2579,21.86,74.44
22.08,992.60,73.69,79.52,14.23,2579,21.85,74.40
22.08,992.60,73.80,79.54,14.22,2581,21.85,74.38
22.07,992.60,73.35,79.09,14.13,2580,21.84,74.40
22.06,992.60,73.23,79.09,14.14,2580,21.85,74.35
22.07,992.60,73.23,79.08,14.14,2580,21.85,74.40
22.07,992.61,73.23,79.09,14.14,2580,21.84,74.35
22.06,992.61,73.23,79.11,14.14,2581,21.86,74.36
22.07,992.62,73.23,79.08,14.14,2579,21.86,74.35
22.07,992.62,73.23,79.09,14.13,2579,21.85,74.34
22.07,992.63,73.69,79.55,14.21,2580,21.84,74.34
22.07,992.63,73.69,79.57,14.21,2580,21.85,74.33
22.06,992.63,73.35,79.36,14.18,2582,21.83,74.31
22.07,992.64,73.23,79.10,14.14,2581,21.84,74.32
22.07,992.64,73.23,79.04,14.12,2580,21.82,74.33
22.07,992.65,73.01,79.04,14.12,2580,21.84,74.33
22.08,992.66,73.01,79.08,14.14,2579,21.85,74.34
22.06,992.66,73.23,79.07,14.13,2580,21.83,74.30
22.06,992.66,73.12,79.07,14.13,2581,21.82,74.31
22.07,992.67,73.69,79.45,14.20,2580,21.84,74.32
22.07,992.68,73.69,79.54,14.22,2581,21.84,74.35
22.07,992.68,73.35,79.15,14.14,2581,21.86,74.37
22.07,992.68,73.23,79.08,14.13,2581,21.86,74.36
22.08,992.69,73.23,79.08,14.14,2580,21.84,74.37
22.07,992.69,73.23,79.09,14.13,2581,21.84,74.36
22.08,992.70,73.23,79.08,14.13,2582,21.85,74.36
22.07,992.70,73.23,79.08,14.13,2582,21.85,74.37
22.08,992.70,73.23,79.09,14.13,2582,21.85,74.33
22.08,992.71,73.69,79.53,14.23,2582,21.85,74.36
22.09,992.71,73.69,79.55,14.23,2582,21.85,74.36
22.08,992.72,73.35,79.43,14.20,2582,21.84,74.33
22.08,992.72,73.23,79.08,14.13,2582,21.85,74.34
22.07,992.72,73.23,79.07,14.13,2582,21.81,74.33
22.08,992.72,73.23,79.07,14.13,2581,21.84,74.34
22.08,992.73,73.23,79.09,14.13,2581,21.84,74.35
22.08,992.73,73.23,79.08,14.13,2581,21.83,74.32
22.07,992.73,73.23,79.08,14.13,2580,21.82,74.28
22.08,992.73,73.69,79.32,14.19,2579,21.85,74.31
22.09,992.73,73.69,79.57,14.21,2579,21.84,74.30
22.08,992.73,73.35,79.29,14.16,2579,21.85,74.25
22.08,992.73,73.23,79.08,14.13,2579,21.83,74.28
22.07,992.73,73.23,79.09,14.13,2579,21.83,74.30
22.08,992.74,73.23,79.09,14.14,2579,21.85,74.31
22.07,992.73,73.23,79.07,14.13,2577,21.83,74.27
22.08,992.73,73.23,79.07,14.13,2574,21.82,74.28
22.07,992.73,73.23,79.07,14.13,2574,21.82,74.27
22.09,992.74,73.69,79.52,14.22,2575,21.82,74.28
22.08,992.74,73.69,79.56,14.21,2575,21.84,74.26
22.08,992.74,73.46,79.05,14.13,2574,21.83,74.24
22.08,992.73,73.23,79.06,14.13,2573,21.82,74.26
22.07,992.73,73.23,79.05,14.12,2573,21.83,74.28
22.08,992.73,73.23,79.06,14.13,2573,21.83,74.27
22.07,992.73,73.23,79.06,14.13,2574,21.81,74.26
22.07,992.73,73.23,79.06,14.13,2573,21.82,74.27
22.07,992.73,73.23,79.05,14.13,2571,21.82,74.28
22.08,992.73,73.57,79.54,14.22,2572,21.84,74.30
22.08,992.73,73.69,79.54,14.21,2573,21.83,74.25
22.07,992.73,73.46,79.38,14.19,2574,21.84,74.28
22.08,992.73,73.23,79.07,14.13,2574,21.84,74.30
22.08,992.73,73.23,79.04,14.12,2574,21.84,74.29
22.08,992.72,73.23,79.05,14.13,2573,21.84,74.29
22.07,992.72,73.23,79.06,14.13,2573,21.82,74.28
22.07,992.72,73.23,79.05,14.13,2573,21.84,74.26
22.07,992.72,73.23,79.05,14.13,2574,21.84,74.28
22.08,992.72,73.57,79.34,14.20,2574,21.82,74.27
22.08,992.72,73.69,79.50,14.23,2575,21.82,74.24
22.07,992.72,73.35,79.20,14.15,2576,21.83,74.26
22.08,992.72,73.12,79.06,14.13,2577,21.83,74.22
22.07,992.72,73.23,79.06,14.13,2577,21.84,74.25
22.07,992.72,73.23,79.05,14.13,2576,21.82,74.24
22.07,992.72,73.23,79.05,14.13,2576,21.84,74.25
22.07,992.72,73.23,79.06,14.12,2576,21.82,74.21
22.06,992.72,73.23,79.05,14.12,2576,21.84,74.19
22.08,992.72,73.46,79.55,14.22,2576,21.84,74.20
22.08,992.72,73.69,79.52,14.21,2576,21.82,74.21
22.07,992.72,73.35,79.48,14.21,2576,21.82,74.24
22.07,992.72,73.12,79.04,14.12,2575,21.82,74.19
22.07,992.71,73.12,79.05,14.12,2574,21.83,74.23
22.07,992.71,73.23,79.04,14.12,2572,21.82,74.22
22.07,992.71,73.12,79.04,14.12,2572,21.84,74.21
22.07,992.71,73.12,79.04,14.12,2572,21.82,74.20
22.07,992.71,73.12,79.04,14.12,2571,21.82,74.18
22.07,992.71,73.57,79.27,14.18,2571,21.85,74.20
22.07,992.71,73.69,79.50,14.21,2572,21.84,74.20
22.07,992.71,73.46,79.25,14.15,2573,21.85,74.22
22.06,992.71,73.23,79.04,14.12,2573,21.82,74.21
22.06,992.71,73.23,79.04,14.12,2573,21.83,74.24
22.07,992.71,73.23,79.04,14.12,2575,21.85,74.25
22.06,992.72,73.23,79.04,14.12,2578,21.83,74.20
22.07,992.71,73.12,79.04,14.12,2579,21.84,74.22
22.06,992.71,73.12,79.03,14.13,2586,21.82,74.18
22.08,992.71,73.57,79.52,14.21,2585,21.82,74.20
22.07,992.71,73.69,79.50,14.21,2585,21.86,74.19
22.07,992.71,73.46,79.43,14.20,2585,21.83,74.14
22.08,992.71,73.12,79.05,14.13,2584,21.84,74.17
22.07,992.71,73.12,79.04,14.12,2585,21.84,74.15
22.06,992.70,73.12,79.04,14.12,2588,21.82,74.15
22.07,992.70,73.12,79.04,14.12,2589,21.85,74.17
22.06,992.70,73.12,79.03,14.12,2589,21.84,74.16
22.07,992.70,73.12,79.03,14.12,2594,21.84,74.16
22.08,992.70,73.46,79.34,14.18,2593,21.84,74.16
22.08,992.70,73.57,79.50,14.21,2592,21.86,74.14
22.07,992.70,73.46,79.48,14.22,2588,21.86,74.13
22.07,992.70,73.23,79.02,14.12,2588,21.84,74.16
22.07,992.70,73.12,79.02,14.12,2589,21.84,74.14
22.07,992.70,73.12,79.02,14.12,2589,21.84,74.15
22.06,992.70,73.12,79.03,14.12,2589,21.86,74.13
22.07,992.70,73.12,79.02,14.12,2588,21.85,74.12
22.07,992.70,73.12,79.02,14.12,2589,21.84,74.13
22.08,992.70,73.46,79.16,14.15,2589,21.84,74.13
22.08,992.70,73.57,79.50,14.21,2588,21.84,74.13
22.07,992.70,73.46,79.30,14.16,2585,21.84,74.13
22.07,992.70,73.12,79.01,14.12,2585,21.84,74.12
22.06,992.70,73.01,78.88,14.10,2585,21.83,74.09
22.07,992.70,72.67,78.93,14.11,2585,21.84,74.13
22.06,992.70,72.78,79.00,14.12,2584,21.85,74.14
22.07,992.70,73.12,78.99,14.12,2584,21.84,74.14
22.07,992.70,73.12,79.02,14.12,2582,21.86,74.16
22.08,992.70,73.35,79.46,14.21,2581,21.86,74.13
22.09,992.70,73.57,79.45,14.22,2582,21.85,74.12
22.08,992.70,73.35,79.45,14.19,2583,21.85,74.17
22.08,992.70,73.12,79.00,14.12,2583,21.85,74.17
22.07,992.70,73.12,79.00,14.12,2584,21.86,74.16
22.06,992.70,73.12,79.00,14.12,2584,21.84,74.13
22.07,992.71,73.12,79.02,14.12,2585,21.86,74.15
22.07,992.70,73.12,79.00,14.12,2585,21.84,74.12
22.07,992.71,73.12,78.99,14.12,2585,21.85,74.11
22.09,992.71,73.35,79.30,14.19,2585,21.82,74.06
22.09,992.71,73.57,79.50,14.20,2586,21.85,74.07
22.08,992.71,73.46,79.47,14.21,2586,21.85,74.04
22.08,992.71,73.12,79.00,14.12,2586,21.86,74.04
22.08,992.71,73.12,78.99,14.12,2587,21.88,74.06
22.08,992.71,73.12,78.99,14.12,2587,21.85,74.08
22.08,992.72,73.12,79.01,14.12,2587,21.86,74.07
22.08,992.72,73.12,79.00,14.12,2586,21.87,74.09
22.08,992.72,73.12,79.00,14.12,2585,21.85,74.10
22.09,992.72,73.35,79.16,14.16,2587,21.86,74.11
22.09,992.72,73.57,79.50,14.20,2586,21.87,74.15
22.07,992.72,73.57,79.46,14.20,2585,21.85,74.14
22.09,992.72,73.12,79.00,14.12,2586,21.86,74.09
22.08,992.72,73.12,78.99,14.12,2585,21.86,74.08
22.09,992.72,73.12,78.98,14.11,2585,21.87,74.12
22.09,992.72,73.12,78.99,14.12,2586,21.86,74.10
22.09,992.72,73.12,79.00,14.12,2587,21.85,74.07
22.09,992.73,73.12,79.00,14.12,2587,21.85,74.10
22.10,992.73,73.35,79.03,14.13,2587,21.84,74.09
22.10,992.74,73.57,79.49,14.20,2586,21.85,74.10
22.10,992.74,73.46,79.34,14.17,2585,21.87,74.11
22.09,992.73,73.12,78.99,14.12,2585,21.88,74.12
22.10,992.73,73.12,78.98,14.12,2584,21.85,74.13
22.09,992.74,73.12,78.99,14.12,2583,21.84,74.12
22.09,992.74,73.12,79.01,14.12,2583,21.85,74.12
22.10,992.74,73.12,79.02,14.12,2583,21.85,74.12
22.09,992.74,73.12,79.01,14.12,2583,21.86,74.06
22.10,992.74,73.35,79.02,14.12,2582,21.87,74.06
22.09,992.74,73.69,79.49,14.20,2581,21.88,74.07
22.10,992.74,73.57,79.47,14.21,2579,21.88,74.07
22.09,992.74,73.12,79.01,14.12,2578,21.88,74.04
22.09,992.74,73.12,79.01,14.12,2577,21.87,74.02
22.09,992.74,73.12,79.04,14.12,2578,21.86,74.02
22.10,992.75,73.12,79.00,14.12,2579,21.88,74.06
22.09,992.74,73.12,79.01,14.12,2580,21.86,74.04
22.08,992.74,73.12,79.01,14.12,2580,21.89,74.02
22.11,992.75,73.35,79.26,14.16,2578,21.88,74.02
22.10,992.75,73.57,79.50,14.20,2577,21.87,74.00
22.11,992.75,73.57,79.47,14.20,2577,21.88,73.97
22.10,992.75,73.12,79.04,14.11,2576,21.85,74.01
22.09,992.75,73.12,79.00,14.12,2574,21.89,74.00
22.09,992.75,73.12,79.00,14.12,2574,21.86,73.95
22.10,992.75,73.12,79.00,14.12,2575,21.86,73.95
22.10,992.74,73.12,79.00,14.12,2575,21.87,74.00
22.09,992.74,73.12,78.98,14.12,2576,21.87,73.98
22.10,992.75,73.23,79.10,14.14,2575,21.88,74.02
22.10,992.74,73.57,79.48,14.20,2576,21.89,74.02
22.10,992.75,73.57,79.44,14.21,2575,21.88,74.02
22.10,992.74,73.12,79.00,14.12,2575,21.87,73.98
22.10,992.74,73.12,79.00,14.12,2575,21.88,74.00
22.10,992.74,73.12,78.98,14.11,2575,21.86,73.98
22.11,992.74,73.12,78.98,14.11,2574,21.89,74.00
22.10,992.74,73.12,78.97,14.11,2574,21.87,73.97
22.10,992.74,73.12,79.00,14.12,2573,21.87,73.98
22.11,992.74,73.35,79.00,14.12,2574,21.88,73.97
22.11,992.74,73.57,79.47,14.20,2573,21.86,73.94
22.11,992.74,73.69,79.38,14.18,2573,21.88,73.98
22.11,992.74,73.12,78.97,14.11,2573,21.88,73.96
22.10,992.74,73.12,78.96,14.11,2573,21.87,73.94
22.11,992.74,73.12,78.97,14.11,2572,21.88,74.02
22.11,992.73,73.12,78.99,14.12,2573,21.88,74.02
22.11,992.73,73.12,78.99,14.12,2571,21.87,73.99
22.11,992.73,73.12,78.99,14.12,2573,21.87,73.97
22.13,992.74,73.23,79.01,14.12,2574,21.87,73.98
22.12,992.73,73.57,79.44,14.20,2573,21.90,74.07
22.11,992.73,73.57,79.43,14.21,2574,21.86,74.05
22.10,992.73,73.12,78.98,14.11,2575,21.87,74.00
22.10,992.73,73.12,78.99,14.11,2580,21.90,74.04
22.11,992.73,73.12,78.99,14.12,2580,21.90,74.03
22.11,992.73,73.12,78.99,14.12,2581,21.89,73.98
22.10,992.73,73.12,78.97,14.11,2582,21.88,73.97
22.10,992.73,73.12,78.98,14.11,2582,21.86,73.96
22.11,992.73,73.23,79.23,14.16,2582,21.88,73.97
22.11,992.73,73.69,79.46,14.21,2582,21.88,73.98
22.12,992.73,73.46,79.45,14.20,2586,21.87,74.02
22.11,992.73,73.01,79.01,14.11,2587,21.88,74.00
22.10,992.73,73.01,78.80,14.09,2587,21.88,74.04
22.10,992.73,72.55,78.77,14.08,2586,21.87,74.01
22.11,992.74,72.44,78.78,14.08,2586,21.85,74.04
22.10,992.73,72.44,78.77,14.08,2587,21.90,74.06
22.11,992.73,72.44,78.77,14.08,2586,21.87,74.05
22.11,992.74,72.67,78.87,14.10,2586,21.85,74.04
22.12,992.74,73.01,79.21,14.17,2587,21.88,74.02
22.12,992.74,73.01,79.22,14.18,2589,21.87,74.00
22.12,992.74,72.44,78.77,14.08,2589,21.89,74.00
22.12,992.75,72.44,78.77,14.08,2589,21.86,73.96
22.12,992.75,72.44,78.77,14.08,2591,21.87,73.98
22.12,992.75,72.44,78.78,14.08,2591,21.88,73.99
22.11,992.75,72.44,78.74,14.07,2592,21.88,73.99
22.11,992.76,72.44,78.76,14.08,2592,21.89,73.95
22.13,992.76,72.55,78.75,14.07,2593,21.90,73.98
22.12,992.77,72.89,79.22,14.18,2592,21.90,73.97
